,area_para,area_para_error
trend,0.27156755813669875,0.10401566801743835
annual_amp,19.114218441167065,0.9011372015241311
semiannual_amp,0.837260166706844,0.9018665236217278
annual_pha,115.93430316749534,2.7028085231392587
semiannual_pha,318.4474487718039,47.19237732492684
