,area_para,area_para_error
trend,0.1119334938144103,0.009889036069003999
annual_amp,1.0283778652139526,0.0592484693083524
semiannual_amp,0.09801682294367008,0.05945313373444022
annual_pha,275.3440051188787,3.3324472091163706
semiannual_pha,50.83790915491353,39.26968627677605
